 ,IntDen1,RawIntDen1,IntDen2,RawIntDen2,IntDen3,RawIntDen3,IntDen4,RawIntDen4,IntDen5,RawIntDen5,IntDen6,RawIntDen6,IntDen7,RawIntDen7,IntDen8,RawIntDen8,IntDen9,RawIntDen9,IntDen10,RawIntDen10,IntDen11,RawIntDen11,IntDen12,RawIntDen12,IntDen13,RawIntDen13,IntDen14,RawIntDen14,IntDen15,RawIntDen15,IntDen16,RawIntDen16,IntDen17,RawIntDen17,IntDen18,RawIntDen18,IntDen19,RawIntDen19,IntDen20,RawIntDen20,IntDen21,RawIntDen21,IntDen22,RawIntDen22,IntDen23,RawIntDen23,IntDen24,RawIntDen24,IntDen25,RawIntDen25,IntDen26,RawIntDen26,IntDen27,RawIntDen27,IntDen28,RawIntDen28,IntDen29,RawIntDen29,IntDen30,RawIntDen30,IntDen31,RawIntDen31,IntDen32,RawIntDen32,IntDen33,RawIntDen33,IntDen34,RawIntDen34,IntDen35,RawIntDen35,IntDen36,RawIntDen36,IntDen37,RawIntDen37,IntDen38,RawIntDen38,IntDen39,RawIntDen39,IntDen40,RawIntDen40,IntDen41,RawIntDen41,IntDen42,RawIntDen42,IntDen43,RawIntDen43,IntDen44,RawIntDen44,IntDen45,RawIntDen45,IntDen46,RawIntDen46,IntDen47,RawIntDen47,IntDen48,RawIntDen48,IntDen49,RawIntDen49,IntDen50,RawIntDen50,IntDen51,RawIntDen51,IntDen52,RawIntDen52,IntDen53,RawIntDen53,IntDen54,RawIntDen54,IntDen55,RawIntDen55,IntDen56,RawIntDen56,IntDen57,RawIntDen57,IntDen58,RawIntDen58,IntDen59,RawIntDen59,IntDen60,RawIntDen60,IntDen61,RawIntDen61,IntDen62,RawIntDen62,IntDen63,RawIntDen63,IntDen64,RawIntDen64,IntDen65,RawIntDen65,IntDen66,RawIntDen66,IntDen67,RawIntDen67,IntDen68,RawIntDen68,IntDen69,RawIntDen69,IntDen70,RawIntDen70,IntDen71,RawIntDen71,IntDen72,RawIntDen72,IntDen73,RawIntDen73,IntDen74,RawIntDen74,IntDen75,RawIntDen75,IntDen76,RawIntDen76,IntDen77,RawIntDen77,IntDen78,RawIntDen78,IntDen79,RawIntDen79,IntDen80,RawIntDen80,IntDen81,RawIntDen81,IntDen82,RawIntDen82,IntDen83,RawIntDen83,IntDen84,RawIntDen84,IntDen85,RawIntDen85,IntDen86,RawIntDen86,IntDen87,RawIntDen87,IntDen88,RawIntDen88,IntDen89,RawIntDen89,IntDen90,RawIntDen90,IntDen91,RawIntDen91,IntDen92,RawIntDen92,IntDen93,RawIntDen93,IntDen94,RawIntDen94,IntDen95,RawIntDen95,IntDen96,RawIntDen96
11,16098,16098,16546,16546,14138,14138,18999,18999,68380,68380,14720,14720,24517,24517,38167,38167,52440,52440,28190,28190,17963,17963,33274,33274,9770,9770,40077,40077,50783,50783,14229,14229,163183,163183,33143,33143,172074,172074,64044,64044,81536,81536,74706,74706,50555,50555,102862,102862,41503,41503,62024,62024,81948,81948,129864,129864,26458,26458,154194,154194,60171,60171,73962,73962,68322,68322,25043,25043,24169,24169,29099,29099,44067,44067,89109,89109,17243,17243,16450,16450,99688,99688,122418,122418,63360,63360,98227,98227,52334,52334,88279,88279,26803,26803,75670,75670,40860,40860,101289,101289,34732,34732,73296,73296,20356,20356,84888,84888,31929,31929,31347,31347,13085,13085,85507,85507,77539,77539,57873,57873,8645,8645,5173,5173,68179,68179,13002,13002,99170,99170,13379,13379,89021,89021,13648,13648,11163,11163,28366,28366,51542,51542,83357,83357,23443,23443,208627,208627,16873,16873,80999,80999,35616,35616,84640,84640,62220,62220,20514,20514,104324,104324,70441,70441,56396,56396,30103,30103,44545,44545,17494,17494,23154,23154,25230,25230,42607,42607,15688,15688,47741,47741,22563,22563,11039,11039,43061,43061,18426,18426,11107,11107
12,16904,16904,16051,16051,14907,14907,19601,19601,64147,64147,14479,14479,25085,25085,40458,40458,54539,54539,28432,28432,18210,18210,33977,33977,9938,9938,40488,40488,52001,52001,14757,14757,165521,165521,34513,34513,172489,172489,68056,68056,83011,83011,78489,78489,50904,50904,104207,104207,42407,42407,65502,65502,86406,86406,132765,132765,25719,25719,157934,157934,63769,63769,68244,68244,66240,66240,25187,25187,23043,23043,28986,28986,44361,44361,90338,90338,17680,17680,17013,17013,100110,100110,112662,112662,59134,59134,94977,94977,54378,54378,81892,81892,27276,27276,76183,76183,41784,41784,99382,99382,36214,36214,72889,72889,20510,20510,88291,88291,31518,31518,29315,29315,13157,13157,79086,79086,68464,68464,54125,54125,8619,8619,5216,5216,66249,66249,13727,13727,97374,97374,17980,17980,80197,80197,14941,14941,10649,10649,26845,26845,48129,48129,84698,84698,24094,24094,201478,201478,17846,17846,74452,74452,36378,36378,82810,82810,61437,61437,17414,17414,86992,86992,58718,58718,53794,53794,29789,29789,43891,43891,17752,17752,21941,21941,24339,24339,40256,40256,15022,15022,43639,43639,23024,23024,11060,11060,34335,34335,18885,18885,11110,11110
13,17026,17026,16524,16524,14745,14745,19620,19620,64836,64836,14660,14660,25374,25374,40806,40806,55382,55382,27982,27982,18259,18259,41189,41189,10031,10031,39683,39683,52028,52028,14478,14478,164510,164510,34261,34261,176626,176626,66099,66099,84599,84599,78817,78817,50882,50882,107673,107673,43496,43496,66687,66687,86143,86143,136264,136264,27033,27033,159754,159754,66196,66196,65835,65835,66921,66921,25155,25155,24127,24127,29950,29950,44940,44940,89496,89496,17794,17794,17472,17472,103599,103599,113099,113099,57456,57456,97564,97564,54519,54519,83599,83599,27206,27206,73986,73986,42370,42370,92791,92791,36872,36872,74088,74088,21620,21620,89490,89490,32824,32824,30588,30588,13434,13434,80444,80444,72406,72406,55987,55987,8524,8524,5237,5237,67968,67968,13440,13440,100462,100462,13539,13539,80941,80941,14166,14166,10733,10733,26574,26574,49056,49056,84178,84178,24225,24225,207757,207757,17828,17828,76920,76920,36575,36575,84737,84737,62989,62989,18000,18000,90779,90779,55263,55263,55894,55894,30871,30871,45033,45033,17938,17938,22169,22169,24776,24776,42253,42253,15093,15093,44989,44989,23216,23216,11100,11100,36462,36462,19152,19152,11402,11402
14,16878,16878,15879,15879,14829,14829,19982,19982,65812,65812,14422,14422,25532,25532,41592,41592,54726,54726,29447,29447,18577,18577,41762,41762,9927,9927,39758,39758,50819,50819,14438,14438,165964,165964,33645,33645,178216,178216,65248,65248,84668,84668,81001,81001,51742,51742,108809,108809,43886,43886,68658,68658,87061,87061,137999,137999,26477,26477,159525,159525,67809,67809,62362,62362,68553,68553,25347,25347,23817,23817,30091,30091,44774,44774,89459,89459,17883,17883,17161,17161,105701,105701,115283,115283,53833,53833,98255,98255,55094,55094,84358,84358,27758,27758,72617,72617,43185,43185,88656,88656,37381,37381,74655,74655,21420,21420,90782,90782,33125,33125,31020,31020,13758,13758,80237,80237,73405,73405,56246,56246,8722,8722,5329,5329,68388,68388,13552,13552,100374,100374,13381,13381,82999,82999,14398,14398,11378,11378,27130,27130,49310,49310,84233,84233,24670,24670,211544,211544,17984,17984,78881,78881,36863,36863,85147,85147,62497,62497,18054,18054,92974,92974,52563,52563,56114,56114,31654,31654,45040,45040,17927,17927,22689,22689,25405,25405,43170,43170,15713,15713,45087,45087,23481,23481,10915,10915,38292,38292,18623,18623,11887,11887
15,16837,16837,16276,16276,15050,15050,20312,20312,66334,66334,15024,15024,25881,25881,42342,42342,55391,55391,28690,28690,18606,18606,42573,42573,9974,9974,40177,40177,49710,49710,15200,15200,168538,168538,33854,33854,180030,180030,65488,65488,85428,85428,83057,83057,51316,51316,112782,112782,44358,44358,71120,71120,86013,86013,139442,139442,26382,26382,161062,161062,68209,68209,61285,61285,69406,69406,25376,25376,24256,24256,29985,29985,45144,45144,89215,89215,18186,18186,17207,17207,106683,106683,116378,116378,53363,53363,98299,98299,55314,55314,86201,86201,28197,28197,71440,71440,43262,43262,86690,86690,38968,38968,75379,75379,21765,21765,93526,93526,33938,33938,31354,31354,14111,14111,81378,81378,74454,74454,57583,57583,8777,8777,5223,5223,69929,69929,13844,13844,102628,102628,14497,14497,83541,83541,14552,14552,11497,11497,27454,27454,50817,50817,85458,85458,24680,24680,216964,216964,17882,17882,80149,80149,37072,37072,86042,86042,63276,63276,17746,17746,97068,97068,52200,52200,57253,57253,32072,32072,46330,46330,18649,18649,23025,23025,26502,26502,44415,44415,15538,15538,46697,46697,23622,23622,11473,11473,39116,39116,18863,18863,11936,11936
16,17048,17048,16598,16598,14690,14690,20148,20148,66160,66160,14772,14772,25847,25847,41986,41986,55860,55860,29249,29249,18493,18493,46496,46496,10173,10173,39731,39731,47943,47943,14900,14900,171450,171450,34419,34419,181071,181071,63601,63601,84957,84957,83959,83959,51213,51213,114822,114822,43716,43716,73424,73424,86684,86684,140311,140311,27471,27471,162942,162942,69565,69565,58803,58803,71035,71035,25855,25855,25292,25292,30486,30486,44746,44746,88383,88383,18258,18258,16912,16912,108166,108166,116981,116981,53924,53924,100637,100637,56503,56503,87705,87705,28509,28509,70230,70230,43259,43259,84820,84820,40185,40185,76457,76457,22287,22287,92933,92933,33992,33992,31589,31589,14584,14584,81279,81279,76500,76500,59732,59732,9056,9056,5224,5224,69499,69499,13948,13948,102901,102901,15647,15647,84725,84725,14991,14991,11754,11754,27950,27950,49873,49873,84824,84824,24727,24727,219676,219676,17855,17855,82187,82187,36989,36989,85699,85699,64314,64314,18441,18441,97981,97981,50989,50989,58919,58919,33536,33536,47154,47154,18548,18548,23675,23675,26057,26057,44490,44490,16127,16127,46442,46442,23894,23894,11400,11400,40293,40293,19605,19605,11931,11931
17,17130,17130,17469,17469,14469,14469,20486,20486,64741,64741,14298,14298,25299,25299,42334,42334,56599,56599,29290,29290,18445,18445,47160,47160,9850,9850,39737,39737,46465,46465,15554,15554,173114,173114,34267,34267,184464,184464,63981,63981,85496,85496,83912,83912,51184,51184,117332,117332,44265,44265,74868,74868,88377,88377,142984,142984,27140,27140,163794,163794,72122,72122,57986,57986,71383,71383,25822,25822,25016,25016,30269,30269,45329,45329,89407,89407,18898,18898,17019,17019,109883,109883,117389,117389,51589,51589,98869,98869,55283,55283,87706,87706,28174,28174,69598,69598,43445,43445,82652,82652,41199,41199,76033,76033,21965,21965,92939,92939,34486,34486,31797,31797,14172,14172,81160,81160,77171,77171,58931,58931,9050,9050,5338,5338,69582,69582,13400,13400,101965,101965,14379,14379,84418,84418,14460,14460,11959,11959,28195,28195,49443,49443,85761,85761,25012,25012,221929,221929,18111,18111,83116,83116,37268,37268,85809,85809,64859,64859,18683,18683,99758,99758,49968,49968,56979,56979,33676,33676,46856,46856,18341,18341,23827,23827,27072,27072,43955,43955,16114,16114,45992,45992,24149,24149,11544,11544,40315,40315,19488,19488,12032,12032
18,17590,17590,16592,16592,14354,14354,21055,21055,67227,67227,14751,14751,24883,24883,44696,44696,56802,56802,29401,29401,18253,18253,47896,47896,9968,9968,39966,39966,45912,45912,15157,15157,171980,171980,34030,34030,184071,184071,64951,64951,86195,86195,84568,84568,51712,51712,118863,118863,44019,44019,75617,75617,88893,88893,143746,143746,28013,28013,163427,163427,72321,72321,58157,58157,70831,70831,25538,25538,26007,26007,30690,30690,46895,46895,88359,88359,18970,18970,17567,17567,111554,111554,118090,118090,52159,52159,100776,100776,56836,56836,88879,88879,29041,29041,67775,67775,43801,43801,82777,82777,43226,43226,76586,76586,22537,22537,93499,93499,34679,34679,32032,32032,14505,14505,82203,82203,77804,77804,60383,60383,8844,8844,5041,5041,71333,71333,13110,13110,103195,103195,14070,14070,82656,82656,14041,14041,11731,11731,28476,28476,49650,49650,84542,84542,25292,25292,222265,222265,18553,18553,84133,84133,37355,37355,87229,87229,65259,65259,18706,18706,101094,101094,49798,49798,58985,58985,34115,34115,47136,47136,18968,18968,24468,24468,26678,26678,44789,44789,16586,16586,46420,46420,24478,24478,11760,11760,40925,40925,19362,19362,12394,12394
19,17553,17553,16030,16030,14898,14898,20771,20771,66936,66936,14956,14956,25443,25443,45570,45570,56750,56750,28673,28673,18366,18366,48349,48349,10270,10270,39705,39705,44272,44272,15325,15325,172290,172290,33916,33916,187535,187535,65587,65587,84651,84651,86579,86579,51777,51777,121807,121807,44292,44292,76150,76150,89239,89239,144200,144200,28121,28121,164639,164639,72558,72558,57175,57175,72580,72580,25468,25468,25671,25671,30971,30971,46634,46634,86605,86605,18806,18806,17548,17548,112111,112111,118673,118673,53864,53864,101786,101786,57188,57188,90978,90978,29336,29336,67670,67670,43356,43356,80555,80555,45136,45136,77142,77142,22604,22604,94322,94322,35495,35495,32015,32015,14616,14616,82818,82818,78119,78119,60615,60615,8811,8811,5187,5187,71103,71103,12948,12948,102945,102945,16133,16133,82618,82618,14354,14354,11756,11756,28737,28737,49925,49925,84548,84548,25424,25424,225003,225003,18763,18763,84624,84624,38412,38412,86693,86693,64508,64508,18485,18485,102667,102667,49697,49697,59283,59283,35996,35996,47203,47203,19307,19307,24225,24225,27497,27497,45218,45218,16814,16814,44276,44276,24193,24193,12263,12263,42183,42183,19641,19641,12225,12225
20,17446,17446,15902,15902,14538,14538,20682,20682,66032,66032,14886,14886,25589,25589,48041,48041,57462,57462,29256,29256,18029,18029,50275,50275,10003,10003,40031,40031,44211,44211,15334,15334,174688,174688,34180,34180,188819,188819,64777,64777,87406,87406,87967,87967,51387,51387,123928,123928,44854,44854,77351,77351,88314,88314,146617,146617,28038,28038,165246,165246,73020,73020,56864,56864,73637,73637,25520,25520,26426,26426,30975,30975,46548,46548,86809,86809,19308,19308,17496,17496,113747,113747,119240,119240,52454,52454,103158,103158,56627,56627,90009,90009,29510,29510,66693,66693,43303,43303,79658,79658,46545,46545,77315,77315,22754,22754,94910,94910,35661,35661,32744,32744,14856,14856,81682,81682,79601,79601,62701,62701,8797,8797,5173,5173,71348,71348,13258,13258,104016,104016,23456,23456,80455,80455,14680,14680,12048,12048,29246,29246,49811,49811,84810,84810,24739,24739,228300,228300,18843,18843,86176,86176,37436,37436,86926,86926,66533,66533,18910,18910,104555,104555,49514,49514,59904,59904,36913,36913,48454,48454,19078,19078,24659,24659,27600,27600,46122,46122,17138,17138,40101,40101,25267,25267,12178,12178,43583,43583,19958,19958,12449,12449
21,17361,17361,15730,15730,14913,14913,20712,20712,65418,65418,15097,15097,25636,25636,51208,51208,57471,57471,28909,28909,18422,18422,50627,50627,10239,10239,39894,39894,43323,43323,14865,14865,174408,174408,34106,34106,189483,189483,64828,64828,87887,87887,88810,88810,50961,50961,125408,125408,44464,44464,78145,78145,88532,88532,146955,146955,28803,28803,167015,167015,72750,72750,56218,56218,73694,73694,25918,25918,26250,26250,30996,30996,47123,47123,85008,85008,19125,19125,17203,17203,114115,114115,120100,120100,54172,54172,102710,102710,58118,58118,91310,91310,29362,29362,66847,66847,43911,43911,78850,78850,48174,48174,77587,77587,23174,23174,95176,95176,36411,36411,32303,32303,14780,14780,83296,83296,81007,81007,62256,62256,8656,8656,5413,5413,72296,72296,13155,13155,105404,105404,20674,20674,80731,80731,14809,14809,12061,12061,29397,29397,50064,50064,85294,85294,25852,25852,229071,229071,19031,19031,86311,86311,38264,38264,86418,86418,66467,66467,18718,18718,106393,106393,49968,49968,60113,60113,37514,37514,48551,48551,19905,19905,25195,25195,27816,27816,46191,46191,16558,16558,37900,37900,25154,25154,12346,12346,43169,43169,19865,19865,12430,12430
22,17403,17403,16054,16054,14914,14914,21141,21141,65183,65183,14811,14811,25652,25652,54401,54401,58187,58187,29274,29274,18015,18015,49705,49705,10684,10684,39121,39121,41861,41861,15555,15555,177079,177079,33753,33753,190930,190930,63718,63718,88141,88141,88376,88376,50657,50657,129002,129002,44644,44644,79527,79527,89575,89575,149636,149636,29619,29619,167298,167298,73844,73844,55606,55606,75080,75080,25530,25530,27885,27885,31179,31179,46987,46987,84673,84673,19716,19716,17841,17841,117316,117316,119943,119943,53387,53387,104106,104106,57790,57790,91684,91684,29384,29384,64326,64326,43305,43305,77699,77699,49366,49366,76913,76913,22542,22542,95613,95613,35581,35581,32406,32406,14863,14863,83554,83554,80977,80977,61971,61971,8999,8999,5201,5201,72547,72547,13769,13769,105766,105766,15445,15445,77841,77841,15596,15596,12379,12379,29628,29628,50300,50300,84173,84173,25564,25564,229321,229321,18825,18825,86545,86545,38499,38499,85942,85942,67297,67297,18815,18815,106441,106441,50227,50227,60755,60755,39449,39449,48121,48121,19747,19747,25481,25481,28210,28210,47074,47074,16839,16839,36977,36977,24984,24984,12118,12118,43261,43261,20169,20169,12844,12844
23,17583,17583,16389,16389,14456,14456,21101,21101,65525,65525,14673,14673,25897,25897,56520,56520,57565,57565,29679,29679,18239,18239,49609,49609,10070,10070,39505,39505,41300,41300,15138,15138,176572,176572,34118,34118,190421,190421,62222,62222,87033,87033,85981,85981,50354,50354,129549,129549,44826,44826,78043,78043,91028,91028,151671,151671,30473,30473,169171,169171,73935,73935,55950,55950,75056,75056,26167,26167,29180,29180,30784,30784,47498,47498,84481,84481,19692,19692,17490,17490,120154,120154,119704,119704,54333,54333,103436,103436,57893,57893,91965,91965,29253,29253,61171,61171,43653,43653,76775,76775,50668,50668,77062,77062,23286,23286,97063,97063,36778,36778,32099,32099,15097,15097,82747,82747,80847,80847,62501,62501,8881,8881,5721,5721,72213,72213,13610,13610,105862,105862,15082,15082,75039,75039,14976,14976,12442,12442,29582,29582,50600,50600,83739,83739,25279,25279,229806,229806,18899,18899,86523,86523,38301,38301,86008,86008,67838,67838,18613,18613,106711,106711,49416,49416,61159,61159,41011,41011,47992,47992,19583,19583,24381,24381,28904,28904,46920,46920,16845,16845,37007,37007,25168,25168,12146,12146,44141,44141,20024,20024,12599,12599
24,17651,17651,16332,16332,15371,15371,21103,21103,65464,65464,14943,14943,25960,25960,62148,62148,57576,57576,29824,29824,18299,18299,49169,49169,10501,10501,39427,39427,41834,41834,15289,15289,178622,178622,34029,34029,192944,192944,63941,63941,87701,87701,89408,89408,50976,50976,129263,129263,43126,43126,78717,78717,89532,89532,153110,153110,30469,30469,167590,167590,73640,73640,56784,56784,76292,76292,26778,26778,30417,30417,31559,31559,48203,48203,83240,83240,19924,19924,17732,17732,120450,120450,120812,120812,54296,54296,104239,104239,58687,58687,91917,91917,29748,29748,57349,57349,43788,43788,76989,76989,54037,54037,77444,77444,22646,22646,96937,96937,36344,36344,33367,33367,16200,16200,84414,84414,81858,81858,63023,63023,9027,9027,5593,5593,72873,72873,13729,13729,107754,107754,15463,15463,72471,72471,14736,14736,12775,12775,29342,29342,51241,51241,84367,84367,25539,25539,233081,233081,18904,18904,86942,86942,39020,39020,85617,85617,67618,67618,18984,18984,107794,107794,50395,50395,61390,61390,45495,45495,47562,47562,19576,19576,24721,24721,28581,28581,47368,47368,16999,16999,36909,36909,25649,25649,12316,12316,44828,44828,19938,19938,12804,12804
25,17645,17645,16572,16572,14855,14855,21840,21840,66056,66056,15298,15298,27575,27575,64125,64125,58097,58097,28948,28948,18538,18538,47711,47711,10490,10490,39962,39962,40997,40997,15486,15486,179736,179736,33765,33765,193232,193232,62935,62935,88088,88088,89844,89844,50820,50820,131985,131985,43634,43634,80085,80085,90628,90628,153172,153172,30509,30509,168798,168798,72991,72991,55804,55804,76321,76321,26038,26038,32680,32680,31499,31499,48717,48717,82288,82288,20168,20168,17983,17983,123682,123682,120439,120439,53680,53680,104135,104135,58761,58761,93287,93287,29926,29926,55136,55136,44285,44285,75646,75646,56426,56426,78073,78073,23359,23359,98085,98085,36679,36679,32711,32711,15847,15847,84274,84274,82461,82461,63724,63724,9209,9209,5390,5390,73375,73375,14047,14047,106334,106334,15385,15385,70357,70357,14931,14931,12455,12455,29687,29687,49830,49830,83581,83581,25845,25845,235366,235366,18711,18711,87427,87427,38517,38517,86653,86653,67873,67873,18929,18929,108662,108662,50583,50583,62742,62742,49487,49487,48353,48353,19873,19873,25436,25436,28944,28944,48377,48377,16917,16917,36303,36303,25586,25586,12810,12810,44410,44410,20218,20218,12866,12866
26,17897,17897,15915,15915,15068,15068,23020,23020,65438,65438,15232,15232,28056,28056,62191,62191,59393,59393,29537,29537,18438,18438,49705,49705,11089,11089,40372,40372,40240,40240,15220,15220,180376,180376,34024,34024,194409,194409,63456,63456,87524,87524,89320,89320,50721,50721,134316,134316,43249,43249,79665,79665,92349,92349,154808,154808,31163,31163,168410,168410,73559,73559,55998,55998,75622,75622,26551,26551,36453,36453,31615,31615,48399,48399,81335,81335,19644,19644,18091,18091,125518,125518,120567,120567,53173,53173,104469,104469,60061,60061,94578,94578,29930,29930,52787,52787,44918,44918,76574,76574,58973,58973,77840,77840,23410,23410,97603,97603,36995,36995,32592,32592,15585,15585,85395,85395,83150,83150,64669,64669,9343,9343,5391,5391,74027,74027,13510,13510,108398,108398,18816,18816,66907,66907,14615,14615,12603,12603,30536,30536,49303,49303,84233,84233,24811,24811,237770,237770,18905,18905,88182,88182,38918,38918,86424,86424,68653,68653,19018,19018,110813,110813,50422,50422,62453,62453,54201,54201,48816,48816,19756,19756,24905,24905,28793,28793,49312,49312,17396,17396,37071,37071,25429,25429,12670,12670,46452,46452,19991,19991,12742,12742
27,17968,17968,16369,16369,15395,15395,23367,23367,65077,65077,14964,14964,35200,35200,59869,59869,57887,57887,29323,29323,18088,18088,49763,49763,13988,13988,40703,40703,40661,40661,15884,15884,181751,181751,34253,34253,195358,195358,62900,62900,88952,88952,90562,90562,51101,51101,134788,134788,42959,42959,81569,81569,91056,91056,155268,155268,32822,32822,169799,169799,72489,72489,56137,56137,76771,76771,26852,26852,40879,40879,31409,31409,48914,48914,80034,80034,20148,20148,17861,17861,127414,127414,121366,121366,52761,52761,103667,103667,59920,59920,93426,93426,30211,30211,52240,52240,44478,44478,75459,75459,61601,61601,77249,77249,23638,23638,98225,98225,36754,36754,33563,33563,15671,15671,85121,85121,83473,83473,65535,65535,9205,9205,5754,5754,73437,73437,13423,13423,108301,108301,20632,20632,63518,63518,15292,15292,12410,12410,30128,30128,47368,47368,84363,84363,24733,24733,237660,237660,18965,18965,86942,86942,38702,38702,84927,84927,67716,67716,18961,18961,110564,110564,50130,50130,62521,62521,60243,60243,48400,48400,19420,19420,25931,25931,28617,28617,48538,48538,17436,17436,36760,36760,25819,25819,12939,12939,45861,45861,20347,20347,13568,13568
28,18744,18744,16343,16343,15170,15170,23565,23565,65498,65498,15017,15017,48533,48533,57000,57000,58763,58763,29835,29835,18345,18345,50181,50181,19052,19052,40295,40295,41020,41020,15329,15329,181911,181911,34765,34765,196607,196607,62664,62664,89499,89499,90570,90570,51238,51238,136097,136097,43440,43440,80998,80998,90987,90987,157497,157497,33924,33924,170358,170358,72951,72951,56082,56082,77129,77129,26668,26668,45357,45357,32036,32036,49696,49696,79311,79311,20038,20038,17547,17547,128802,128802,119365,119365,54324,54324,103377,103377,59838,59838,92738,92738,30403,30403,51125,51125,44828,44828,74846,74846,64166,64166,78106,78106,23593,23593,99013,99013,36970,36970,33931,33931,15456,15456,85127,85127,82681,82681,64617,64617,9056,9056,5577,5577,73786,73786,13585,13585,106776,106776,16212,16212,59634,59634,14623,14623,12352,12352,30775,30775,48526,48526,83343,83343,25303,25303,237336,237336,19231,19231,85492,85492,39006,39006,84827,84827,68468,68468,18808,18808,109650,109650,50001,50001,62642,62642,64433,64433,48840,48840,20416,20416,25359,25359,28503,28503,48659,48659,17076,17076,37119,37119,26000,26000,12347,12347,45343,45343,20663,20663,12965,12965
29,18456,18456,17595,17595,15057,15057,22190,22190,64319,64319,15374,15374,52293,52293,51093,51093,58621,58621,29296,29296,18686,18686,50236,50236,16118,16118,39575,39575,40180,40180,15265,15265,180124,180124,34120,34120,196972,196972,62770,62770,89627,89627,90652,90652,50762,50762,136935,136935,42828,42828,80922,80922,91797,91797,157778,157778,34591,34591,170186,170186,72397,72397,55943,55943,76337,76337,26603,26603,51106,51106,31639,31639,49238,49238,76335,76335,20365,20365,17467,17467,130366,130366,118668,118668,54270,54270,103473,103473,60538,60538,92407,92407,29969,29969,50466,50466,44551,44551,74349,74349,65852,65852,77451,77451,23239,23239,99698,99698,37389,37389,33431,33431,15685,15685,84172,84172,82400,82400,63828,63828,9189,9189,5587,5587,73528,73528,13374,13374,107537,107537,16452,16452,56789,56789,14909,14909,12822,12822,31365,31365,48897,48897,84162,84162,24668,24668,238299,238299,19733,19733,85485,85485,39904,39904,85469,85469,67708,67708,18865,18865,110722,110722,50549,50549,61545,61545,68707,68707,49104,49104,19571,19571,25925,25925,28552,28552,49072,49072,17629,17629,37452,37452,25251,25251,12414,12414,45950,45950,20640,20640,13139,13139
30,18604,18604,16323,16323,15182,15182,22263,22263,65460,65460,15105,15105,49279,49279,47498,47498,59305,59305,29226,29226,18928,18928,51725,51725,14085,14085,40326,40326,40026,40026,15251,15251,182725,182725,34483,34483,195075,195075,61397,61397,89281,89281,89172,89172,51111,51111,137435,137435,42967,42967,81730,81730,93665,93665,158441,158441,36609,36609,170925,170925,72166,72166,56084,56084,75980,75980,26511,26511,56696,56696,31917,31917,49488,49488,75053,75053,20317,20317,17798,17798,132525,132525,118341,118341,55179,55179,104089,104089,60793,60793,92211,92211,29532,29532,50970,50970,44830,44830,74511,74511,67357,67357,77378,77378,23414,23414,99655,99655,37535,37535,32389,32389,15395,15395,84651,84651,83299,83299,64776,64776,9218,9218,5506,5506,73156,73156,13520,13520,106993,106993,14646,14646,54293,54293,14772,14772,12614,12614,31342,31342,48239,48239,84111,84111,25287,25287,237584,237584,19578,19578,85047,85047,38960,38960,84310,84310,68128,68128,18483,18483,110191,110191,50338,50338,62751,62751,67804,67804,48218,48218,20109,20109,25819,25819,28970,28970,48209,48209,17184,17184,36911,36911,25834,25834,12491,12491,45423,45423,20736,20736,13355,13355
31,18960,18960,16480,16480,15066,15066,23161,23161,64058,64058,14874,14874,46800,46800,45974,45974,58491,58491,28798,28798,19324,19324,52214,52214,12910,12910,40276,40276,39413,39413,15541,15541,183352,183352,33582,33582,196695,196695,62337,62337,89245,89245,90882,90882,51076,51076,137384,137384,42419,42419,82284,82284,93145,93145,159688,159688,37174,37174,172341,172341,72199,72199,55924,55924,76696,76696,27288,27288,62208,62208,31792,31792,49061,49061,73472,73472,20351,20351,18408,18408,132840,132840,117667,117667,55396,55396,103762,103762,60900,60900,92786,92786,30380,30380,50305,50305,44715,44715,73687,73687,70995,70995,77881,77881,23765,23765,101336,101336,37606,37606,33433,33433,15619,15619,84617,84617,82306,82306,63660,63660,9780,9780,5589,5589,73513,73513,13268,13268,107863,107863,14407,14407,50340,50340,14828,14828,12448,12448,31360,31360,48699,48699,83585,83585,25519,25519,239746,239746,19191,19191,84269,84269,39198,39198,83821,83821,67531,67531,17927,17927,111909,111909,50804,50804,62642,62642,68932,68932,48496,48496,19945,19945,26184,26184,28803,28803,49792,49792,17090,17090,37329,37329,25852,25852,12618,12618,46459,46459,20621,20621,13025,13025
